snippet,headline__main,year_mo,compound,negative,neutral,positive
Debates have broken out over the accuracy of the online campaign and the intentions of the charity that prepared it.,"In Uganda, Few Can See Kony Video",201203,0.1531,0.125,0.685,0.19
"Tens of thousands of Bahrainis turned out Friday for demonstrations to demand democratic reforms, the largest protest against the government in a year of unrest.",Protesters Renew Calls for Reforms in Bahrain,201203,-0.3612,0.137,0.863,0
"A rare audio recording of the Mets’ first game captured the voice of Howard Cosell, still emerging as a broadcaster, as host of the team’s pre- and postgame show.","On 50-Year-Old Tape, Sounds of Mets’ Awkward First Steps",201203,0,0,1,0
Jose Luis Zelaya’s failed bid to become the student body president at Texas A&M University exposed a range of feelings surrounding his status as an illegal immigrant.,"Vying for Campus President, Illegal Immigrant Gets a Gamut of Responses",201203,-0.802,0.263,0.737,0
"In what one of its players called a “revenge game,” Nazareth of Brooklyn beat Christ the King in a semifinal of the New York state girls’ Catholic High School Athletic Association tournament.",Nazareth Gets Revenge and Shot at Another Title,201203,0,0,1,0
"Federal officials said they would give states wide discretion on details, but would set up and operate exchanges if states refused to do so.",Health Care Exchange Rules to Be Set,201203,-0.4215,0.109,0.891,0
"Kris Humphries had 20 points and 15 rebounds, and the Nets overcame an injury to the All-Star guard Deron Williams on Friday night to defeat the host Charlotte Bobcats, 83-74.",Nets Prevail at Charlotte After Injury to Williams,201203,-0.7003,0.172,0.828,0
"The Marine Corps’ latest marketing effort will underscore two points: That while no one knows where the next global hot spot will be, the Marines are ready to charge there.",Ad Campaign for Marines Cites Chaos as a Job Perk,201203,0.0772,0.067,0.856,0.076
"With low post defenders Tyson Chandler and Jared Jeffries out with injuries, the Knicks defense continued to struggle in a loss to Milwaukee.","Knicks, Unable to Contain Bucks, Lose Fourth Straight",201203,-0.5994,0.253,0.642,0.106
"Bernardo Paz, a mining magnate, employs 1,000 people at Inhotim, his 5,000-acre complex of contemporary art and exotic gardens.",A Keeper of a Vast Garden of Art in the Hills of Brazil,201203,0,0,1,0
Jobs are up again but long-term unemployment has edged down.,Signs of Encouragement in the Jobs Reports,201203,-0.5927,0.3,0.7,0
"Mitt Romney and Newt Gingrich have largely bypassed Kansas, and Rick Santorum is using his position there to encourage his supporters to turn out in large numbers.","Solid in Kansas, Santorum Seeks to Build Margin",201203,0.7351,0,0.801,0.199
"New York City investigators found falsified student transcripts and credit given for courses, leading to the granting of unearned diplomas to some Theatre Arts Production Company School students.",Principal Is Removed Over Findings of Falsified Student Records,201203,0.3182,0.08,0.769,0.151
"Corrections appearing in print on March 10, 2012.",Corrections: March 10,201203,0,0,1,0
The successful private debt swap by the Greek government will leave most of its debt in the hands of public sector lenders.,From Private to Public,201203,-0.1027,0.221,0.643,0.136
The regulator for Fannie Mae and Freddie Mac slashed salaries for the chief executives of the two agencies and ruled out bonuses for many top executives.,Executive Pay Capped at Fannie Mae and Freddie Mac,201203,0.5423,0.063,0.759,0.178
"The book, “Fifty Shades of Grey,” by an obscure author, E L James, has been described as “Mommy porn” and “Twilight” for grown-ups.","Discreetly Digital, Erotic Novel Sets American Women Abuzz",201203,0,0,1,0
"Emotions ran high this week as news spread of the death of Albert Leslie Cochran, a cross-dressing, often homeless man who embodied the city’s “Keep Austin Weird” spirit.","Austin, Proud of Eccentricity, Loses a Favorite",201203,-0.4939,0.127,0.817,0.056
The project’s future has fallen on the shoulders of two high-profile politicians who aspire to become the city’s next mayor.,N.Y.U.’s Plan for Expansion Draws Anger in Community,201203,-0.3612,0.116,0.884,0
"The Bearcats got off to a torrid start Friday by jumping out to a 25-8 lead against the Orange, who have never won the Big East championship in six appearances as the No. 1 seed.","Bearcats Arrive, and Orange Exit",201203,-0.3178,0.14,0.782,0.078
Mr. Wendelstedt was an umpire in five World Series during a 33-year major league career and taught hundreds of aspiring professional umpires at his Florida school.,"Harry Wendelstedt, Umpire in Five World Series, Dies at 73",201203,0,0,1,0
"Lottery Numbers for New York, New Jersey and Connecticut.",Lottery Numbers,201203,0,0,1,0
"Rudy Kurniawan, a wine collector charged with selling millions in counterfeit bottles, was known for his expensive tastes and for his ability to spot forgeries.",Doubts Grew Slowly Over a Palate Above Suspicion,201203,0.128,0.069,0.843,0.088
"While in Cairo, taking in a neighborhood seminar on how a Constitution works.","Despite the Army’s Obstruction, Egyptians Work to Build a Democracy",201203,0,0,1,0
"The job market is showing slow and steady improvement. Employment is on the upswing, but the hole is deep and the gains tenuous.",Better Numbers,201203,0.6249,0,0.805,0.195
No. 1 Kentucky labored through an 18-turnover performance in which L.S.U. never trailed by more than 9 before the Wildcats closed out a 60-51 win.,Calipari and No. 1 Kentucky Stumble Past L.S.U.; Baylor Stuns Kansas,201203,0.3818,0.085,0.769,0.146
"Bubba Watson, who shot a 62 and has a one-stroke lead over Justin Rose, who fired a 64, combined for 17 birdies and one eagle at the W.G.C.-Cadillac Championship.","In a Flurry of Birdies, Watson and Rose Dismantle Doral",201203,-0.1779,0.118,0.787,0.095
"The police say that a special-education teacher, a screwdriver his tool of choice, stole a poster mounted in a subway car on Tuesday.",Two Screws Were No Match for a Brazen Subway Art Thief,201203,0.0772,0,0.933,0.067
"The burning of fossil fuels since the beginning of the industrial revolution is causing acidification, a change in the chemical balance that threatens the oceans’ web of life.",Changing the Chemistry of Earth’s Oceans,201203,-0.3818,0.091,0.909,0
"The video-sharing Web site has created a way to let schools limit students’ access to selected content, providing a portal for free educational materials.",YouTube Subtracts Racy and Raucous to Add a Teaching Tool,201203,0.6486,0,0.791,0.209
Operators cited difficulty in scheduling during peak hours for the route between Atlantic City and New York City.,Casinos End Train Service After 3 Years,201203,-0.34,0.124,0.876,0
"Many Mets players say they swear by the haircutting skills of Pedro Beato, a 6-foot-6 25-year-old right-handed relief pitcher.","Pitcher by Trade, Barber by Skill",201203,0.4404,0.059,0.788,0.153
"Ron Barber, who was at Gabrielle Giffords’s side when she was shot and is recovering from some injuries himself, said he could not say no when she asked him to run.","Wary but Loyal, Aide Answered Call From Giffords to Run",201203,0.2235,0,0.941,0.059
"Lindsey Vonn won her fourth World Cup overall championship by winning a giant slalom race, the event that had once been her biggest weakness, and she appears to keep getting better.",Vonn Caps Title Run by Mastering a Weakness,201203,0.8779,0.069,0.614,0.317
"Election returns cast the movement in a new light, suggesting that Moscow’s political path has diverged from the rest of the country.","Though One More Rally Is Set, a Protest Wanes in Post-Election Russia",201203,0,0,1,0
"A skilled center in the Quebec Provincial League, Herb Carnegie was denied an opportunity to become the N.H.L.’s first black player. He died Friday at 92.",A Hockey Trailblazer Who Missed His Chance,201203,-0.5719,0.208,0.703,0.089
Several acquaintances of the former Rutgers student accused of spying on his gay roommate said they had never heard the defendant say anything disparaging about gay people.,Seven Testify to Character of Defendant in Rutgers Dorm Case,201203,-0.6597,0.178,0.822,0
"A trading-strategies specialist and a law professor are married in Wilmington, Del.",Ainsley Fuhr and Orin Kerr,201203,0,0,1,0
"The couple are married in Cambridge, N.Y.","Rachel Mercier, Andrew Pascal",201203,0,0,1,0
A plan for a spectacular proposal leads to a White House visit.,"Sarah Wolff, Jeremy Wien",201203,0,0,1,0
The couple were married in New York.,"Sharon Mayeri, Matthew Chesler",201203,0,0,1,0
"One partner is a director of publications, the other an architect.",Ira Rosenblum and Kenneth Karpel,201203,0,0,1,0
"The couple are involved in promoting the arts, one as a publicist and the other in advertising.","Chris Boneau, Robert Bucci",201203,0.3612,0,0.857,0.143
The departure is the latest upheaval for a televangelist ministry that has seen many of them in recent years.,Crystal Cathedral’s Founder Quits Its Board,201203,0,0,1,0
"Dwyane Wade’s jumper with 0.1 seconds left in overtime gave Miami a 93-91 win over Indiana, extending the Heat’s home-court winning streak to 12 games.",Wade’s Shot Leads Heat Past Pacers in Overtime,201203,0.802,0,0.753,0.247
"Lottery Numbers for March 10, 2012, for New York, New Jersey and Connecticut.",Lottery Numbers,201203,0,0,1,0
"Still mourning its coach, who died in January, Nazareth High of Brooklyn won the championship game of the New York State Girls’ Catholic High School Athletic Association tournament on Saturday.","A Title for Nazareth, but the Celebration Is Bittersweet",201203,0.0258,0.166,0.665,0.169
"Novak Djokovic opened his bid for a third BNP Paribas Open championship in Indian Wells, Calif., by topping the qualifier Andrey Golubev, 6-3, 6-2, on Saturday.","Djokovic, Isner and Roddick Win",201203,0.5994,0,0.824,0.176
The defending Nationwide champion Ricky Stenhouse Jr. led the final 54 laps at Las Vegas Motor Speedway for his first victory of the season.,Stenhouse Wins at Las Vegas,201203,0.5994,0,0.855,0.145
"Emily West scored on Minnesota’s first shot on goal and the host Golden Gophers routed North Dakota, 5-1, to reach the N.C.A.A. Frozen Four women’s tournament.",Minnesota Women Advance,201203,0.0258,0,0.958,0.042
